O*NET-SOC Code,Title,Related O*NET-SOC Code,Related Title,Index
51-6031.00,Sewing Machine Operators,51-7021.00,Furniture Finishers,9
51-6031.00,Sewing Machine Operators,45-2092.01,Nursery Workers,10
51-6041.00,Shoe and Leather Workers and Repairers,49-9093.00,"Fabric Menders, Except Garment",1
51-6041.00,Shoe and Leather Workers and Repairers,37-3011.00,Landscaping and Groundskeeping Workers,2
51-6041.00,Shoe and Leather Workers and Repairers,51-3021.00,Butchers and Meat Cutters,3
51-6041.00,Shoe and Leather Workers and Repairers,51-5113.00,Print Binding and Finishing Workers,4
51-6041.00,Shoe and Leather Workers and Repairers,51-9031.00,"Cutters and Trimmers, Hand",5
51-6041.00,Shoe and Leather Workers and Repairers,51-4121.07,Solderers and Brazers,6
51-6041.00,Shoe and Leather Workers and Repairers,51-2041.00,Structural Metal Fabricators and Fitters,7
51-6041.00,Shoe and Leather Workers and Repairers,51-9151.00,Photographic Process Workers and Processing Machine Operators,8
51-6041.00,Shoe and Leather Workers and Repairers,47-2043.00,Floor Sanders and Finishers,9
51-6041.00,Shoe and Leather Workers and Repairers,47-2044.00,Tile and Marble Setters,10
51-6042.00,Shoe Machine Operators and Tenders,53-7063.00,Machine Feeders and Offbearers,1
51-6042.00,Shoe Machine Operators and Tenders,51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",2
51-6042.00,Shoe Machine Operators and Tenders,47-2082.00,Tapers,3
51-6042.00,Shoe Machine Operators and Tenders,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",4
51-6042.00,Shoe Machine Operators and Tenders,53-7064.00,"Packers and Packagers, Hand",5
51-6042.00,Shoe Machine Operators and Tenders,47-2142.00,Paperhangers,6
51-6042.00,Shoe Machine Operators and Tenders,51-9151.00,Photographic Process Workers and Processing Machine Operators,7
51-6042.00,Shoe Machine Operators and Tenders,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",8
51-6042.00,Shoe Machine Operators and Tenders,47-2121.00,Glaziers,9
51-6042.00,Shoe Machine Operators and Tenders,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",10
51-6051.00,"Sewers, Hand",51-9071.07,Precious Metal Workers,1
51-6051.00,"Sewers, Hand",51-6041.00,Shoe and Leather Workers and Repairers,2
51-6051.00,"Sewers, Hand",51-9195.03,"Stone Cutters and Carvers, Manufacturing",3
51-6051.00,"Sewers, Hand",49-9064.00,Watch Repairers,4
51-6051.00,"Sewers, Hand",51-2093.00,Timing Device Assemblers and Adjusters,5
51-6051.00,"Sewers, Hand",51-6092.00,Fabric and Apparel Patternmakers,6
51-6051.00,"Sewers, Hand",49-9093.00,"Fabric Menders, Except Garment",7
51-6051.00,"Sewers, Hand",49-9061.00,Camera and Photographic Equipment Repairers,8
51-6051.00,"Sewers, Hand",49-9063.00,Musical Instrument Repairers and Tuners,9
51-6051.00,"Sewers, Hand",47-2044.00,Tile and Marble Setters,10
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",27-4021.00,Photographers,1
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",51-6092.00,Fabric and Apparel Patternmakers,2
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",51-9194.00,Etchers and Engravers,3
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",35-2014.00,"Cooks, Restaurant",4
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",35-2012.00,"Cooks, Institution and Cafeteria",5
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",27-1023.00,Floral Designers,6
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",39-5011.00,Barbers,7
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",39-5094.00,Skincare Specialists,8
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",27-4014.00,Sound Engineering Technicians,9
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",51-9195.05,"Potters, Manufacturing",10
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",1
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",2
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,51-4121.07,Solderers and Brazers,3
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",4
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",5
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",6
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,51-9031.00,"Cutters and Trimmers, Hand",7
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,51-9111.00,Packaging and Filling Machine Operators and Tenders,8
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",9
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,47-5071.00,"Roustabouts, Oil and Gas",10
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",47-5042.00,Mine Cutting and Channeling Machine Operators,1
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",2
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",51-9191.00,Adhesive Bonding Machine Operators and Tenders,3
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",53-7063.00,Machine Feeders and Offbearers,4
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",5
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",6
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",7
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,8
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",47-5071.00,"Roustabouts, Oil and Gas",9
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",10
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-9031.00,"Cutters and Trimmers, Hand",1
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-6021.00,"Pressers, Textile, Garment, and Related Materials",2
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",3
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",4
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-3092.00,Food Batchmakers,5
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-6031.00,Sewing Machine Operators,6
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",7
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-5113.00,Print Binding and Finishing Workers,8
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",9
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-7021.00,Furniture Finishers,10
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,1
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",3
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",4
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",5
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-6031.00,Sewing Machine Operators,6
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-5113.00,Print Binding and Finishing Workers,7
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-9111.00,Packaging and Filling Machine Operators and Tenders,8
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",47-5051.00,"Rock Splitters, Quarry",9
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",10
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",1
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",3
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",4
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",5
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-9191.00,Adhesive Bonding Machine Operators and Tenders,6
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-9141.00,Semiconductor Processors,7
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",53-7073.00,Wellhead Pumpers,8
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-9193.00,Cooling and Freezing Equipment Operators and Tenders,9
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",10
51-6092.00,Fabric and Apparel Patternmakers,51-9151.00,Photographic Process Workers and Processing Machine Operators,1
51-6092.00,Fabric and Apparel Patternmakers,49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,2
51-6092.00,Fabric and Apparel Patternmakers,51-9194.00,Etchers and Engravers,3
51-6092.00,Fabric and Apparel Patternmakers,51-9195.05,"Potters, Manufacturing",4
51-6092.00,Fabric and Apparel Patternmakers,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",5
51-6092.00,Fabric and Apparel Patternmakers,51-7031.00,"Model Makers, Wood",6
51-6092.00,Fabric and Apparel Patternmakers,35-2014.00,"Cooks, Restaurant",7
51-6092.00,Fabric and Apparel Patternmakers,27-4011.00,Audio and Video Equipment Technicians,8
51-6092.00,Fabric and Apparel Patternmakers,51-4192.00,"Layout Workers, Metal and Plastic",9
51-6092.00,Fabric and Apparel Patternmakers,27-4031.00,"Camera Operators, Television, Video, and Motion Picture",10
51-6093.00,Upholsterers,51-7011.00,Cabinetmakers and Bench Carpenters,1
51-6093.00,Upholsterers,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",2
51-6093.00,Upholsterers,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,3
51-6093.00,Upholsterers,47-2141.00,"Painters, Construction and Maintenance",4
51-6093.00,Upholsterers,51-5112.00,Printing Press Operators,5
51-6093.00,Upholsterers,37-3013.00,Tree Trimmers and Pruners,6
51-6093.00,Upholsterers,49-3021.00,Automotive Body and Related Repairers,7
51-6093.00,Upholsterers,51-5113.00,Print Binding and Finishing Workers,8
51-6093.00,Upholsterers,47-2181.00,Roofers,9
51-6093.00,Upholsterers,47-2053.00,Terrazzo Workers and Finishers,10
51-7011.00,Cabinetmakers and Bench Carpenters,51-6093.00,Upholsterers,1
51-7011.00,Cabinetmakers and Bench Carpenters,47-2161.00,Plasterers and Stucco Masons,2
51-7011.00,Cabinetmakers and Bench Carpenters,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,3
51-7011.00,Cabinetmakers and Bench Carpenters,37-3013.00,Tree Trimmers and Pruners,4
51-7011.00,Cabinetmakers and Bench Carpenters,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",5
51-7011.00,Cabinetmakers and Bench Carpenters,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",6
51-7011.00,Cabinetmakers and Bench Carpenters,51-5112.00,Printing Press Operators,7
51-7011.00,Cabinetmakers and Bench Carpenters,51-5113.00,Print Binding and Finishing Workers,8
51-7011.00,Cabinetmakers and Bench Carpenters,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",9
51-7011.00,Cabinetmakers and Bench Carpenters,49-3021.00,Automotive Body and Related Repairers,10
51-7021.00,Furniture Finishers,51-6031.00,Sewing Machine Operators,1
51-7021.00,Furniture Finishers,51-4052.00,"Pourers and Casters, Metal",2
51-7021.00,Furniture Finishers,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3
51-7021.00,Furniture Finishers,51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",4
51-7021.00,Furniture Finishers,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",5
51-7021.00,Furniture Finishers,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",6
51-7021.00,Furniture Finishers,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",7
51-7021.00,Furniture Finishers,45-2092.01,Nursery Workers,8
51-7021.00,Furniture Finishers,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,9
51-7021.00,Furniture Finishers,47-3012.00,Helpers--Carpenters,10
51-7031.00,"Model Makers, Wood",51-4062.00,"Patternmakers, Metal and Plastic",1
51-7031.00,"Model Makers, Wood",47-2031.02,Rough Carpenters,2
51-7031.00,"Model Makers, Wood",51-7032.00,"Patternmakers, Wood",3
51-7031.00,"Model Makers, Wood",51-5112.00,Printing Press Operators,4
51-7031.00,"Model Makers, Wood",49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",5
51-7031.00,"Model Makers, Wood",49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,6
51-7031.00,"Model Makers, Wood",47-2081.00,Drywall and Ceiling Tile Installers,7
51-7031.00,"Model Makers, Wood",51-4192.00,"Layout Workers, Metal and Plastic",8
51-7031.00,"Model Makers, Wood",51-8031.00,Water and Wastewater Treatment Plant and System Operators,9
51-7031.00,"Model Makers, Wood",47-2011.00,Boilermakers,10
51-7032.00,"Patternmakers, Wood",51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1
51-7032.00,"Patternmakers, Wood",51-5113.00,Print Binding and Finishing Workers,2
51-7032.00,"Patternmakers, Wood",51-7031.00,"Model Makers, Wood",3
51-7032.00,"Patternmakers, Wood",51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",4
51-7032.00,"Patternmakers, Wood",51-4121.06,"Welders, Cutters, and Welder Fitters",5
51-7032.00,"Patternmakers, Wood",51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",6
51-7032.00,"Patternmakers, Wood",51-2091.00,Fiberglass Laminators and Fabricators,7
51-7032.00,"Patternmakers, Wood",47-5021.00,"Earth Drillers, Except Oil and Gas",8
51-7032.00,"Patternmakers, Wood",47-2031.02,Rough Carpenters,9
51-7032.00,"Patternmakers, Wood",49-3051.00,Motorboat Mechanics and Service Technicians,10
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",1
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",51-9111.00,Packaging and Filling Machine Operators and Tenders,2
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",3
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",51-9198.00,Helpers--Production Workers,4
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",5
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",6
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",45-4022.00,Logging Equipment Operators,7
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",51-4121.07,Solderers and Brazers,8
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",9
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",51-9122.00,"Painters, Transportation Equipment",10
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",1
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",2
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",45-4022.00,Logging Equipment Operators,3
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-9193.00,Cooling and Freezing Equipment Operators and Tenders,4
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-4041.00,Machinists,5
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",6
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",47-2072.00,Pile-Driver Operators,7
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",8
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",9
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",53-7021.00,Crane and Tower Operators,10
51-8011.00,Nuclear Power Reactor Operators,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",1
51-8011.00,Nuclear Power Reactor Operators,49-2091.00,Avionics Technicians,2
51-8011.00,Nuclear Power Reactor Operators,19-4051.02,Nuclear Monitoring Technicians,3
51-8011.00,Nuclear Power Reactor Operators,19-4051.01,Nuclear Equipment Operation Technicians,4
51-8011.00,Nuclear Power Reactor Operators,17-3031.01,Surveying Technicians,5
51-8011.00,Nuclear Power Reactor Operators,51-8091.00,Chemical Plant and System Operators,6
51-8011.00,Nuclear Power Reactor Operators,43-9011.00,Computer Operators,7
51-8011.00,Nuclear Power Reactor Operators,51-9011.00,Chemical Equipment Operators and Tenders,8
51-8011.00,Nuclear Power Reactor Operators,49-3011.00,Aircraft Mechanics and Service Technicians,9
51-8011.00,Nuclear Power Reactor Operators,17-3025.00,Environmental Engineering Technicians,10
51-8012.00,Power Distributors and Dispatchers,47-4011.00,Construction and Building Inspectors,1
51-8012.00,Power Distributors and Dispatchers,17-3026.00,Industrial Engineering Technicians,2
51-8012.00,Power Distributors and Dispatchers,15-1122.00,Information Security Analysts,3
51-8012.00,Power Distributors and Dispatchers,13-1032.00,"Insurance Appraisers, Auto Damage",4
51-8012.00,Power Distributors and Dispatchers,29-9012.00,Occupational Health and Safety Technicians,5
51-8012.00,Power Distributors and Dispatchers,19-4011.02,Food Science Technicians,6
51-8012.00,Power Distributors and Dispatchers,17-2111.03,Product Safety Engineers,7
51-8012.00,Power Distributors and Dispatchers,29-2011.00,Medical and Clinical Laboratory Technologists,8
51-8012.00,Power Distributors and Dispatchers,17-3023.03,Electrical Engineering Technicians,9
51-8012.00,Power Distributors and Dispatchers,29-2099.01,Neurodiagnostic Technologists,10
51-8013.00,Power Plant Operators,49-2098.00,Security and Fire Alarm Systems Installers,1
51-8013.00,Power Plant Operators,51-2031.00,Engine and Other Machine Assemblers,2
51-8013.00,Power Plant Operators,47-2011.00,Boilermakers,3
51-8013.00,Power Plant Operators,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",4
51-8013.00,Power Plant Operators,49-9052.00,Telecommunications Line Installers and Repairers,5
51-8013.00,Power Plant Operators,51-9011.00,Chemical Equipment Operators and Tenders,6
51-8013.00,Power Plant Operators,51-8091.00,Chemical Plant and System Operators,7
51-8013.00,Power Plant Operators,49-2092.00,"Electric Motor, Power Tool, and Related Repairers",8
51-8013.00,Power Plant Operators,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",9
51-8013.00,Power Plant Operators,47-2152.01,Pipe Fitters and Steamfitters,10
51-8021.00,Stationary Engineers and Boiler Operators,49-9071.00,"Maintenance and Repair Workers, General",1
51-8021.00,Stationary Engineers and Boiler Operators,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2
51-8021.00,Stationary Engineers and Boiler Operators,49-9096.00,Riggers,3
51-8021.00,Stationary Engineers and Boiler Operators,19-4011.01,Agricultural Technicians,4
51-8021.00,Stationary Engineers and Boiler Operators,47-2132.00,"Insulation Workers, Mechanical",5
51-8021.00,Stationary Engineers and Boiler Operators,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",6
51-8021.00,Stationary Engineers and Boiler Operators,51-9141.00,Semiconductor Processors,7
51-8021.00,Stationary Engineers and Boiler Operators,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",8
51-8021.00,Stationary Engineers and Boiler Operators,49-9043.00,"Maintenance Workers, Machinery",9
51-8021.00,Stationary Engineers and Boiler Operators,49-2098.00,Security and Fire Alarm Systems Installers,10
51-8031.00,Water and Wastewater Treatment Plant and System Operators,49-2098.00,Security and Fire Alarm Systems Installers,1
51-8031.00,Water and Wastewater Treatment Plant and System Operators,53-7071.00,Gas Compressor and Gas Pumping Station Operators,2
51-8031.00,Water and Wastewater Treatment Plant and System Operators,51-5112.00,Printing Press Operators,3
51-8031.00,Water and Wastewater Treatment Plant and System Operators,51-9193.00,Cooling and Freezing Equipment Operators and Tenders,4
51-8031.00,Water and Wastewater Treatment Plant and System Operators,47-2011.00,Boilermakers,5
51-8031.00,Water and Wastewater Treatment Plant and System Operators,47-2211.00,Sheet Metal Workers,6
51-8031.00,Water and Wastewater Treatment Plant and System Operators,49-9052.00,Telecommunications Line Installers and Repairers,7
51-8031.00,Water and Wastewater Treatment Plant and System Operators,49-9097.00,Signal and Track Switch Repairers,8
51-8031.00,Water and Wastewater Treatment Plant and System Operators,51-8013.00,Power Plant Operators,9
51-8031.00,Water and Wastewater Treatment Plant and System Operators,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,10
51-8091.00,Chemical Plant and System Operators,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",1
51-8091.00,Chemical Plant and System Operators,49-9097.00,Signal and Track Switch Repairers,2
51-8091.00,Chemical Plant and System Operators,49-2092.00,"Electric Motor, Power Tool, and Related Repairers",3
51-8091.00,Chemical Plant and System Operators,47-2011.00,Boilermakers,4
51-8091.00,Chemical Plant and System Operators,51-8092.00,Gas Plant Operators,5
51-8091.00,Chemical Plant and System Operators,47-2152.01,Pipe Fitters and Steamfitters,6
51-8091.00,Chemical Plant and System Operators,51-8013.00,Power Plant Operators,7
51-8091.00,Chemical Plant and System Operators,49-3011.00,Aircraft Mechanics and Service Technicians,8
51-8091.00,Chemical Plant and System Operators,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",9
51-8091.00,Chemical Plant and System Operators,47-2111.00,Electricians,10
51-8092.00,Gas Plant Operators,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",1
51-8092.00,Gas Plant Operators,51-8091.00,Chemical Plant and System Operators,2
51-8092.00,Gas Plant Operators,49-9041.00,Industrial Machinery Mechanics,3
51-8092.00,Gas Plant Operators,49-9097.00,Signal and Track Switch Repairers,4
51-8092.00,Gas Plant Operators,49-9021.01,Heating and Air Conditioning Mechanics and Installers,5
51-8092.00,Gas Plant Operators,47-4021.00,Elevator Installers and Repairers,6
51-8092.00,Gas Plant Operators,49-3011.00,Aircraft Mechanics and Service Technicians,7
51-8092.00,Gas Plant Operators,49-9021.02,Refrigeration Mechanics and Installers,8
51-8092.00,Gas Plant Operators,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",9
51-8092.00,Gas Plant Operators,49-9062.00,Medical Equipment Repairers,10
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",49-9097.00,Signal and Track Switch Repairers,1
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",47-2152.01,Pipe Fitters and Steamfitters,2
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",3
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",49-2092.00,"Electric Motor, Power Tool, and Related Repairers",4
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",47-2011.00,Boilermakers,5
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",51-9011.00,Chemical Equipment Operators and Tenders,6
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",49-3011.00,Aircraft Mechanics and Service Technicians,7
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,8
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",47-2211.00,Sheet Metal Workers,9
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",51-8031.00,Water and Wastewater Treatment Plant and System Operators,10
51-9011.00,Chemical Equipment Operators and Tenders,47-2152.01,Pipe Fitters and Steamfitters,1
51-9011.00,Chemical Equipment Operators and Tenders,51-8013.00,Power Plant Operators,2
51-9011.00,Chemical Equipment Operators and Tenders,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",3
51-9011.00,Chemical Equipment Operators and Tenders,49-9097.00,Signal and Track Switch Repairers,4
51-9011.00,Chemical Equipment Operators and Tenders,49-9052.00,Telecommunications Line Installers and Repairers,5
51-9011.00,Chemical Equipment Operators and Tenders,47-4041.00,Hazardous Materials Removal Workers,6
51-9011.00,Chemical Equipment Operators and Tenders,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",7
51-9011.00,Chemical Equipment Operators and Tenders,53-4021.00,"Railroad Brake, Signal, and Switch Operators",8
